company,job-title,location,posting-link
Stanford University,Life Science Research Professional 1,"Stanford, CA 94305",/pagead/clk?mo=r&ad=-6NYlbfkN0CfmPlZ2-jqI_6bLKvM73CdgLFfhMRK0tcexKKb-NMAMOblTEfU6hLxqgYzuMPOd-xGHmbCcYqW12ymiKTfYPlf7Lb9Y2ZeaXLWgUP-gZFNZABnC_5BSv_vm2Yg-RzQ1SoWdoao84O-DsuRWEnv__rB-tgBNzU0sRETydTP3M3coMjawI4nnxOiYlrvWRuy0OzaWvi-hOk4d5r1fjRuOW0Fbw6FpE0JNvuHYZTSmsI_UJVB4n2xHNcYz5j9v0Jbv1HUR_ln0p-ncNx18kngWZ7SZK20Sz_O0Kx-mZqqJ-WAz3HiWVvSDLNL_IlS7OSwZghok2cp-OuapDFZwJjJTT7nsRP7BMaGM0SR36DyDD0OvCAR7pISxGURTqHrvXBLMMQh7CWv9VcX9kM9f-LlS4HILGxZfVZ7S37besptUgN87R1FPlCeMFj1Wr5tYHNGIY20eqC_tjdWOvm7879-1Sud67ECdDS7nOIGSADtU9jf5enILcCFIuxQaZX4Wzr8xpBhetfxkgV6m4Dbv2ohhNdy3BY44A6_yx9_PlvxbNNUofDtUDOApzQI-D2Ys0NvjOxFYk22pRsmpf6TlXWUhej1afP4MiNLDjkbdC6FUrjfGhPg9R1rxYhyUBqfr1uC6OmVgNJhZP8PiLErIK7njY1oWbe9QKOWiNkK0eRsIAgo45wFXQ48vTZwRpkXcST1mpKaBUSzEiXXpVRdrFpLEWtPAvUGx3pcHfMxnTOmpfIAZVC5yYkxeqk0wgQzcNGm8n-N9J-ouigA6vJGNolP8aIP&xkcb=SoCI-_M3IEwnc1zs6p0JbzkdCdPP&p=2&fvj=0&vjs=3
the Coder School,"Year Round Code Tutors Needed!(In Person, College/ HS AP ok) (San Ramon)","San Ramon, CA 94583",/pagead/clk?mo=r&ad=-6NYlbfkN0BOUCKzGZoU1hjj-DLb4BlPnIrIZXqDvJjBJM6MiX2XvOTUFgBtfDpuaaAwU9OAYYlCBRUUZA2hbHNzWRBmL9Pt2aibWNb0dlgCfcVn3AwRbv-fwbmsHdSFrJyIyE11-zMvirS4kE_Hm9Mh79TfsQW_KF6_PZGT9xgdKjpI9T98NDLB_xIvoUeWZ64p9HYOYb5d4H9o4i46PBRnKZm2AuC_dqAtNh1r7FJ7RRNMkhHYJQcI_FrlfFacujk4QilEx8n7RbnNCYwZHmsk5rNR8pc_JdRBQ4BzR9AW3m-AFPr_3WNyz2YSAAhmAGlMo_5V01uqUoJ80hM24RtD8hz2lcxMXYMaWdk20XKuK2qkHzIlwEy2hwk6K-NR0pcQ4uZoFzXwhAVxT1xf2wEuI9A0ymFOrkcBEQIw8VzilE-wl0sO8PAT5KwoIPwK3--VqEi11zrSiGGtDNe9F3-MFv2iXf2wgwCfWXVJN4_BAnWbn4vMHcRWcoKhZY4FEn9IGSiwtLHP5RFgl_CL_jMl6iOkSqmXe__djMuypvEzzOrBbo1UGp5nsiorJ1C4vrWlBAMuJS_67Di5BZG-egtLyp_xsJGm4Stt-QSog3rsz_gh65uP4xV97-ZohnomyVRAc6D1Z0At4XhAn-Cu2BsHsyYWEMsPKORm0F-UEvktxuHa8BQUZ1QVFxpgu9yx&xkcb=SoBh-_M3IEwnc1zs6p0GbzkdCdPP&p=13&fvj=1&vjs=3
Vanguard,Fund & Investment Operations Analyst,"Oakland, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0BWQs_M7ZA8XLbIFWVw-PYcVVEPryqVLyWhKaEKPskHy2YkbHyHJDwBhbe30h82jRc63puN-is6LJUoBiT6Zc_yELsJraJXEzTg39XpG9RTqBZK_bzrm6ldve2grslVs3W4wRXpIuAeyM37_R0ndRrnKjyIu6x3kWk9a67ugbUnMiL3AzuyTzaRwTSnOUwZrmh3BCW1JBFjgO9oVtCleWZIgE5Sqq_1k_aybqxYF3ZLANzQWcaW0uiewYSZ_rVf-WAL9d8BVwJnPygc-vZGiwSHnTHU5tlGyhr0uYs9MgvDl4vWHO3P6JvHJ2BfgJMHs4QqlQZrNJZnqDwVHPWxSsgtEUpsTUBBCNn0dnDZuch9wnc9SdyYkYVo6-894snsSGvqFDHQsRMeTHIA3F_TxwzduFMyCiACd1VAO2tn-dFjOJDaU22TJtuM91tK-tXuhFqTodBHsYOYXfRlGlBO49tYpSwtp79vxmvU4HsJ0li1JNJwiXNi9yJCVrEev7C5lnb3Kdauj2Fy62nYJHL18wv9ubFR3bPxpfhK9fzCfbJabkNOTaTFNIKRBHQkFln7PyquBCE9zlMGPT4nkxKCXV7TS99A7OvurUvTE-raJeT3R52q5n0EBM-M7rTxemPhhIi06b2fv74TWQ2g6yBMwErO04AhAzPBunEmSHdWRI_HrfP1JaijLUn-y6xEttNM-lLHtSpgQjol32cxqwgLdeUdsLoqsBVgLYnYD3uODdD0ZoQk2KLn47bYUhcp4ROcj0IDRQqiW9tfWe7exU4DWKX2sCu1RB2lbrYhgjzklLyz8u3CG4y3-Yp6iojoMSm_yk4jCRw5GF8oV98xum2LZrwfYl6S61KoWVYnSQbHs6wLKb8y_kW5I8Foi8Si_119Amw8LQ4CGpkbLQQPvR3CkYPqjkJsOdvQPxDg406HIE_pJ6UUffwsOsREliJTUuoIO2yqxuOGXjWaLpGBFQtqKxPK_uJhChzwD27HUMmz6s4aHxwf-K_r62r4aMDmI9i4CzM4OXtpQ_g01HI1vg3YM115dK2JmbECJPIgzv6rDZOXC6QuF92zMObHaX6D96R4uwn6GV3DJEBPHIh5sJqnOH62Vhgm1OYxTzsC-nngOZbqqI3rng2o72Hl9MI7paOJ6juULBQ76wzWjANm8fvulntDm6She1BzIZb5awHBHc8VhCcLpKA-6e54JiMiFktT2z8-ybqSP-E_FjZQBkUyrQpjTNSjNtU6h6ekvWQNKSUPnrW6fUa3WOK54YZkxhyfHfMeCfK0-rC6cSYjsg8gahtV0IwTyS2S4o55UpOqjdYCmSlwrXRSYxr0PX5RnA2BA6s=&xkcb=SoDA-_M3IEwmQ23I6Z0YbzkdCdPP&p=3&fvj=0&vjs=3
Sandia National Laboratories,W80-4 Systems Engineer - Electrical (Early/Mid-Career),"Livermore, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0BdI5vrJcl4iNCACeycF7SOUtI3c7RKoL2EvjheEbCbdbbBOMBjX1TjRNHGhGl97pCT9LXpwLot82Rfse1DeojyiQ8NDNyFFc8h5WHLHoX0ynvLUQxYIxQQvd1t1i-_CsKty7qjo9ZT1Rzls3NOq0Y6XKDjaE3KQ4pNXNp9emd-Bzpo83_HLg3wdbdk6JhBaPDWEqHeQruPVIRn3uaVJcbgPPbIj0ich592X7MAH675Z9RKhxWlWHNR_dIcXG2IkR_ddH1xve1IP8lJSuJQiCq1ZHR9ud3fdJbwUssibyryJnXdL3SmmXOu2jf4WRaCPR2Ip4pABnOrSIcg_ezb5IjDvW8KDwCAUkl_yvHI3TkYMm-eKmu3Qqs3fMw5Z5zkuniAt79NafyLI5W0RqV2uPDVcnJYLZlPl2A6VGvLaE3CcqsOsvz-D4iAoEjGJ2h01mBBCqmU7x7NGc3ULUCTB2gRZS6OED63gK5jpichiAZwBhaB-QoMQv_wp6N9JzoC_4tXmVgPN3m3g2OQ-v_dS5DjeN9gnrPopVpZcsdF1K9KTCTeIuWLdOI-vJ-aKQqe4e5-9pPyppONoI41OCiEoRcTYIgLGZb_H1hb7WZglpBourgSfbRzJJLNfT_tw9IkhtimwuP_eFRlwDEKczg_jHmv3byFwmR68UxxI6-3yuORD_k4nlfvqf7v26mTmeDr2j2rPaBUbJqZfwpANl8YOzbeI2rMwQLVzWHz2i0SKTdSL3QdyOg4KNcNwuam0a0GUgzGyS7DU6nVjWsJquxrAD66kkp5HDDF-jptspkGMUoiPG52tZzxdhfc&xkcb=SoD--_M3IEwmOnxjy50LbzkdCdPP&p=0&fvj=0&vjs=3
TargetCW,Talent Acquisition Data Scientist,"Remote in San Francisco, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0A6TktYCN0VG50lat1bxG6ZYGRoV5Av1OVF6J5hGgtfkbuLupBOf1hB4AfOK0qYtBcdKI9ebBYEbaK1s7NrbAE0aZqeej8bvW5IOwDwBwGBmFVKZqIVgSuMnA5uZJZGifNzYenrWc-EaKM5ZjTAB4aqeFYOVO4vWXJvZw6cU1BPwMBBMtlxMjTF7Ea06R4SpUErq51IMKFWVwE_JSqQcPZSXsJAJ_v52bbGz6DYsk_QCoR3ygzYrHVc3y08y9YwuaCxV9TA2EPtwwJOHyRkVftRw7IublFLKM8phi0Hi-jIezfZi0bjUqoLGlJy6Zxf_-VGXYhiDogwJnfX1rfaybVV_UDACYqM0Oz9Hysn7-UBZY2MMwYj-Bkiy-FoluQ2HPE3vCtcpUG8j27r0ZDTcfZIcp2GHRuVqqtFzu8mkWSjCh2CdqxcVB6VIPOWGfx-G6ADqjyb93xSZahpiK-9ICijUOXH3mwaHPs765k_YgA29M15WkLJgjdFLQqBSG3Y60DUqrYRAdG87qBsir4D59lHZU3rwrnAAxvRWp8OEb-sZMsvaNHY_xv9XZGwFhXXMMcHtBgvBsPolEnbyyk6PaV0mBblzH_JfAplP9_arXIa4BNAiL5SeqhNB2QnbBqjxjpDvghIA4zi_al9X9jfpGiRS5aG10E2xEj9FeyDjpE9Sf8NGOhjhLZlOlYJ_bKt-0MpUK1oqU6HxYdYwWkdlFpXxb2SF2Bjjv82u47cQ8q4FxceUpkMtZ4KIITV2m1vM0j38iU6Def9y5nMh8so4oxDwcMAN_F5E0CfG6HNoucy9hnlQYCmvf8S01yQNjt-HmGHWjxkLu0xcYsuJJUxDX25DogZbE5_q7k=&xkcb=SoBK-_M3IEwmOnxjy50KbzkdCdPP&p=1&fvj=0&vjs=3
Stanford University,Life Science Research Professional 1,"Stanford, CA 94305",/pagead/clk?mo=r&ad=-6NYlbfkN0CfmPlZ2-jqI_6bLKvM73CdgLFfhMRK0tcexKKb-NMAMOblTEfU6hLxqgYzuMPOd-xGHmbCcYqW12ymiKTfYPlf7Lb9Y2ZeaXLWgUP-gZFNZABnC_5BSv_vm2Yg-RzQ1SoWdoao84O-DsuRWEnv__rB-tgBNzU0sRETydTP3M3coMjawI4nnxOiYlrvWRuy0OzaWvi-hOk4d5r1fjRuOW0Fbw6FpE0JNvuHYZTSmsI_UJVB4n2xHNcYz5j9v0Jbv1HUR_ln0p-ncNx18kngWZ7SZK20Sz_O0Kx-mZqqJ-WAz3HiWVvSDLNL_IlS7OSwZghok2cp-OuapDFZwJjJTT7nsRP7BMaGM0SR36DyDD0OvCAR7pISxGURTqHrvXBLMMQFz_aWbT9MhCHi1Av30FETpYZDZHPwf0qJ69eKUMAk8rkoovkZ6tSR-VCJMe_G67E4TiCZrNCM2g7TKXK5g-QdAyxPEfzgIEtyNcHZKpp7Elq4A3GuDxipUSgtE_AfVZsHaEkC6Qz5GE8tI8qFlq58PH57BOANMH6JyQoPFxaPPY1XrtPs6s_TQ3kXTERW0fHOCALlwx9NePH5wj_y5YSedkwDKL1yDPr-DnaGcpJc9ErZWeDQeJr-EMsiBSrNzvOuF-rWPsf7aFsDI9rhDNOY9NzATjyva0KjUTsv6F1DZFmPtISwAKoq4ZKgRdbOpoUyhmYV__JorE1aV6SGCol_Md5gOwAXgKWMoiG3aA5LwjT8SLd30noPwFKPMGqocVEhuYc8u9DdsClqUxPNPiY5&xkcb=SoBZ-_M3IEwmOnxjy50ObzkdCdPP&p=5&fvj=0&vjs=3
The World's Largest Social Network,R&D Electronic Technician,"Burlingame, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0DSgjPPcnEdvoK3uuxfISLALE6pB1FR7YSHOr_tSg5_QE645GYFH_HVN5lykE6oZJTwY8h4gJK2MugvkleD7-YI73r0b05b58Hrh0YPosNDG1Xo-Z5vQMP62tsGUVrq9QOm-ivaVepuUOufPGi2Pfnpj4fpCDtDb74TT3V449JZ7AQM_uMIlcPyZ55p483ErgkHv7IooIXpRj8i8JldZWB0okZLtiT9YHKLUgdifUARukvTZneqT5cpukjPPVKEdAbisBNT15uNj8nHq_ZJNo6l4kZN1wcJmOvXk-oFNJkwHtYkvBIhaRiDI2r2rqVbbz_v0wK925yUvRtsLbOQZwnZXHZdTqCQ28bdzn56erbW8qefD0Ysyd056Qx-p0Ut4L6H8fWhbEJcHY-vU6VcWFZD3kBn_QBMhT78P6yyF9Ww5hj2MVPsGf8AAvu6CnCqQUFAM1pgS8M5pEKw7TpxdOcLJcDhnErfP7vDVsXQIRS6Q4Pp4nysSaM4mxEbzCuU38ckwZnQAx2KtPcW-PzcWaqwftE5VePKTGQ77bbq0jKvUlnYXkDiGKMJAAXPiln57P7zP_pN1XJ81vJDxJezanL_HSNzcu65sQUP2Mkg7aVQLmU6p1ieR7LsdwH0loCAXddB-jIIvI66jPktXQyysNu98wFhqfEeVR1DqaFlG5kMcbHo89JL9QwJbf5GT-8dHEOtDwNemA5OqPzHVvmRGPZY&xkcb=SoD_-_M3IEwl6ZTs6p0FbzkdCdPP&p=14&fvj=0&vjs=3
Oculus,"Research Scientist, Vision (PhD)","San Francisco, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0DYl4UJW4r1Vl7FEn6T9F-rD9lpC-0oMJVSiWjK_MGUd5J0zhK0_YWmBFI6gXg_Kl9ho8kqmc_zWZ-5uAgboojVhEvgq8AThXGr5BxKpFmgnqMNEMoIBL1_GUMUxJP_LLo5x58rvIK6NbKmakrvIhYyu4vpI_1wbAHGGO-f9ofAKhdmDVdz3NBIz0u-sxIqX7X_tVeafvIabHby6m_8L4UcaUXfpgs3TQivf2rOQmV3Sayvtuf_cxI379YUKTIrS_ZMROpMphw4SmJ4d91D9LX4kolhIcdzHHYF5rH55m5_aP9EoHgu8cdXedgM_eOQBgN7AKTTAq4KFkXOjoFMfsKjzfVuMjJqU5a_ugei9p-TIWW4oAbvixSdOU7loBPB6ivv6bJSinADg5zyqATjdb15iCL1YVfsdq3JfVpbeyBmBPKZrDTEr3bC2YNQZDv_x3AFKrtaKvhI-13iNQJvzpMUKOFjELQ3OxdxRCMyhcz8s0RvLM7LUqrfrqV9pnpMSOZV8RjYj3NX_PVgDs8RUjDVTSQo0qcGA5Jw3exicXIALW9TusKO7hyeyA0rNktMtpHyebmY7LPXnEzAa4jydwSw652Zx7OiRBJmHKpwb9t7I-cX1PFyYCOFu3k7Kt76D_naEV-NzhueaHQj3_SxKuzKnU6zyHP761v-TB8i4mQmO5xzhOPgrTDzKdbrxRvNC3FuR5XzTqVaQ63K-Z0o5gnd2laoBosN5-gBGnmtEr2etzSOo54F1oMMv6RlxSnJyzsJmTZC1y_raviORFacUDv7Ycurs0RKfkWAfxkpIv04NbYSjLrF8HxM-Tzcn0qV95mMnBTg2LbsssINymmUihAn9Ri2Qa5J62k5jDe4n_aUnRG6j8y9swyoP-IPQpExBFMTau6fePLqAD00Q0ncx06qqgYRMQPH1N0X9esbPtTbPW2YyBEzZ9vQ1AGwGtCwkunAcxKRyVSoUa2zH5gxyO9tdkVrIF9ZK5XeWglHLWRe-jAosiL6tK4e0zDRtcGCmzAnqVg7dvX5VZD80NVK6p_pNHaGpO3inL-MdsrSwqUsJYBSiDfqx79H2xYOzjdPTcRbTAd2194pACevEbxps3YHb0cxCDsy4ZhapcGKWhdtTXxa2zhVUV8EeGAN9-w1dfb6LoEXQ1dkNrj3i2vwohrcp5RNAxWEwah4hD1kxrOiX68tsV9bLtRXS3UP08HGR_rmIt0SyU9iKF7cpA7HU6PC&xkcb=SoAt-_M3IEwlpzxjy50LbzkdCdPP&p=0&fvj=0&vjs=3
theCoderSchool Palo Alto,Code Coach,"Palo Alto, CA 94306 (South of Midtown area)",/pagead/clk?mo=r&ad=-6NYlbfkN0AS3oPsAAmCngCu4U51_2RxXyfS7TdWOFtWPOafNW52I3vGu1HQ69_gcbE0no7U4rju44uiZ8WO0OGeVHU2SdMHUACe2K24bUAJest0HwEXr2Ols4vqujp7VhIkl4G5TCK4qVQtQRwkUoD-5dXzCMjjMgqgTqrCJx9sHjtUpzEFis8jApcAkmyjPqhCD4zuvDyjg5X35pmYeNnEiYOhZV_qvsy7LjMBc515lHX7uVvI6ZHGl-m7CvgYgPfWS_5grnKgealD0xrVxrM5K5feFfq-n03sFpfN7O67YZaL6BHTqHhmg4ot_DqVBBPWPowgkWaHolzdDETZ9TuNWKrX75BaBB7OEdWE9UOoSRVzsLCb_Y_kQlyK-xD7USZYQIZ1Z1IbVP7iJDU6mkYEZCIAThTOZKGwde-H86fzU_RyWYiuEg2eoYrbLoZTH7lTjCbU8AA9d6O0zLK4PEgy2LwMpDNGjYFZ_Sejf2W44cngKgaGl4ge7JLGA_Be6Go-_kCxNqd3-pxCMSZI3Ue2S5oSv5b1Qmd9zcpZZzLKxbh1eYToUAQfL-MRk-65YBoVjBzglTEmArQXEdGRFM6k4vKqkSEe&xkcb=SoCZ-_M3IEwlpzxjy50KbzkdCdPP&p=1&fvj=1&vjs=3
TargetCW,Talent Acquisition Data Scientist,"Remote in San Francisco, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0A6TktYCN0VG50lat1bxG6ZYGRoV5Av1OVF6J5hGgtfkbuLupBOf1hB4AfOK0qYtBcdKI9ebBYEbaK1s7NrbAE0aZqeej8bvW5IOwDwBwGBmFVKZqIVgSuMnA5uZJZGifNzYenrWc-EaKM5ZjTAB4aqeFYOVO4vWXJvZw6cU1BPwMBBMtlxMjTF7Ea06R4SpUErq51IMKFWVw5w78ycZEr6OKQLZruQwEfkpM-oMRE9Eaa0L1EPZMkI4RbWFOg2GQCdScDVaOrddJGvAz_9iiWqW7nTv-KArnnVh8kH3SpYhSvbxn4YDfcvTTCThej88Qdo5p4YCJqljEl5YF1YXlyZGI0pkL2jm4y9T-2X338ZYkz3Wca9RD7EsPAfi3THG3iCehmHmAK6iVPnLVrPrneKOIjhHb-ENjG99Z7h4osc44Os1HREFtEQXZVZoSXbk8_wdy_NE_bKjWPRL2yj3rcH7KwPteNLAaFm0TYfgwyoJykfYUT4QpN6Z2a4MpkzOVI7cJXLJhHTqACoz1kfxcUe9-T8uUCoMsmESYTJ8HwwdA9AoVXB1H97qZdfbkgGg8WYtEn9e4R7v9iEwWkyypBmGunab25nRva5dsuvk5gRydx4LMYdLKJPQbO1jdwN_j3c2bxy5EMq6pbtVW3sy1rR4lm1tK59Q4vuaVHpHkCKQCebyXOCvs6psn9Cu05Z4NlqPIzT-JxOUk3uxwDmG_GvFb4Dd4FEJp8U1H02oAuKu_I4bbsasGjxbLyJJb9G8MhNIZEdZpb4i49OQsUtFYU4SIaFkOn2F0QkQtSQcy-5vtBh5ASzjH5m-NDwfkxt65hlczNrKl4afETVUaS-aXrJsijAUq7cRzQ=&xkcb=SoAE-_M3IEwlpzxjy50JbzkdCdPP&p=2&fvj=0&vjs=3
iCode Palo Alto,After School Instructor (Part-time),"Palo Alto, CA 94301 (Community Center area)",/pagead/clk?mo=r&ad=-6NYlbfkN0CtlCdohHBCkcQMrT8kwLzCIaDkHay2PnpdmY4_V6i0ML6h12Sy3x3WU3l59StxAI9QGlpr_53AIXAGYe9qevbnoz46YjhEm_PvDKs_twD92umIyjA5QQ8l2-q7zKLQR0JRMSmGiXVThXmpA0pgNTqH0cp_1eUaTOh1TMDGfQX6y52SqDKc0KRDotJQxzvStuLwJZFb_6pMZGs_Tcjl5iqyU3AEEydjU2jRI0igaQ-VekrE2lXaflkiun4omasHNyy9aro76swAfTKt2exONpcQTYvwP-SkegSjiiCV0MIyg8g72TgP89qpqD4trrBQJffh2Qz8mwbP7IQsib2GBr6Wd70H2C5i3gxE08TD521jj9fJYNY8A4A-wIM6ee7zu1EvogI4HQoUXhRo34X6o9MiDL_PuHHGJg6qfCzZAleGnfffb0YrZVaaeSKCaJmowbastoa0sni_dou7mzcPS2-6JVZxGrj3G59Ns_h0qZgTz4Xej3_D6TlnXRuzvvCnb79udSiiinrzPvVVjZHZezJuRoEc79hhA5IyqlifN6bjEcST6wpBGlfjt_81v0OYTjL8SAZND2BmhBUGbcb8RFU5Ly6Vtt9sQgrej1f4VSDyGlkg8LwPDCtL&xkcb=SoCK-_M3IEwlpzxjy50ObzkdCdPP&p=5&fvj=1&vjs=3
Sandia National Laboratories,W80-4 Systems Engineer - Electrical (Early/Mid-Career),"Livermore, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0BdI5vrJcl4iNCACeycF7SOUtI3c7RKoL2EvjheEbCbdbbBOMBjX1TjRNHGhGl97pCT9LXpwLot82Rfse1DeojyiQ8NDNyFFc8h5WHLHoX0ynvLUQxYIxQQvd1t1i-_CsKty7qjo9ZT1Rzls3NOq0Y6XKDjaE3KQ4ptwrk1c9UYzhGbMse-w0L1OGdwBimcnEgJhgJ-4jGCAcp7CNGRLAanaY8gwkCNPevd21TvQwRzrALNnXFNubqXgral83AHNrvkvADOEFZPXETjxGqbiwI0_dR7sfgXd3NS2X1_HZYt218r22wb6HpEwis75KKF1O1OuHmlzicmAiTVTAAqJGIygzNUH08RNIhcVP-hXWhBoR0U2bTLIl1qTvHuU6un2it0cOe9gN6ZBQ4revEe7UF5exbaiKBVA8DIJG95BIa3MhaDcKl4h-lyKaJDGteaCYBDlGlAEx5Swt28LjeJV6bwC4MFnzLpRdBUmhM0YVJ0-31HmfY4BB8QqOwuTFc7Su4_XbvhvQ-wwXA2HAIYsJGKJv2X_-isjzhANMMtXDVng2499z13H6xjO-eTaY3Pl_bRO--MLEmNDTrDGdgd-SxLBGpjWn2zcvgp4lDGAarq39ezC9unXoQ3xjsBReFxI1q-OtJeY9BQ3k8BXOhuVZxR118mAJN-26th3R0iJbSxPLq5vDbS6QPvBDtb031zMRK5fIymhEfZxV3c-aFiab2OV7xOLlzp7FVQwmzA0-m150NGQ8A6RYtIsnHhk-XEHp3s5OfPUc4mZniwEA4bt-4cFh56GXV5vt1pRuLX_VYcE-Qk2lgJlrGG&xkcb=SoDx-_M3IEwk_9XI6B0PbzkdCdPP&p=4&fvj=0&vjs=3
iCode Palo Alto,After School Instructor (Part-time),"Palo Alto, CA 94301 (Community Center area)",/pagead/clk?mo=r&ad=-6NYlbfkN0CtlCdohHBCkcQMrT8kwLzCIaDkHay2PnpdmY4_V6i0ML6h12Sy3x3WU3l59StxAI9QGlpr_53AIXAGYe9qevbnoz46YjhEm_PvDKs_twD92umIyjA5QQ8l2-q7zKLQR0JRMSmGiXVThXmpA0pgNTqH0cp_1eUaTOh1TMDGfQX6y52SqDKc0KRDlw7pKqWI4dj0xOMdg16z0E2KKlje1GbTvB3tVnVqqAkQ8gD0E5OjUMxeKhNB-3IIH5Jz0v3aJRwa9GiMhWlZ3Vf7DAejY1D-sBo9TbarR-SvBoKpuuD61QL-Zv0Eb1PFxSfmzSLU_RuXzeDEA8XH2FdNhxzE4HovVz5inwh6CyKfWCsptGYUUQHufSNLEiiKsGiLgfkBOU7IuzZLfaDhDjCNllKNwSqx9m7kkLEtpMKdvP3Sj0uQF2lHIxUan80NLgSBH1G4jZp_ndPGhhTv2NcYCG6IeRvJ3zzlkkrQarFYrJI48Evrkes11BrBnq4LgK72FO51v8OshCyGaX68PNpaGf5oRmUc0zRfD9aIv4RS0UdVKx3JC0-dacGzsMnf5FI-7Eb_Fq-piIen6oUopaozJfviJSn4lZfWXH_H67EUjcKtEvRvuM55VB6vJhNu&xkcb=SoAG-_M3IEwkq03I7Z0PbzkdCdPP&p=4&fvj=1&vjs=3
Sandia National Laboratories,W80-4 Systems Engineer - Electrical (Early/Mid-Career),"Livermore, CA",/pagead/clk?mo=r&ad=-6NYlbfkN0BdI5vrJcl4iNCACeycF7SOUtI3c7RKoL2EvjheEbCbdbbBOMBjX1TjRNHGhGl97pCT9LXpwLot82Rfse1DeojyiQ8NDNyFFc8h5WHLHoX0ynvLUQxYIxQQvd1t1i-_CsKty7qjo9ZT1Rzls3NOq0Y6VHgwk0cK40Mv0ifRIeh4bDaMv7aNsEOBu-iGCj11Bo0RSSUUbxq17wYsQqOgmxQHNGo228j9dGg6uXpvIbe9bUmkUyk0H523tFbl86yQBeghVQ0U7EMNDSXoifQkxlt9qZhTShItYuJyMdvIx8iG9qAJf6idmT4onIFy9tU1a5uh5Hqb4Ga94ZDDFn5BZy48ilOmog6gsEwkmkbfhCMjtB_MsiBUyetEpA2lFgv-1Yk7OePYVt059P-wcKG4bcXdTjBlgpZSzNGvFbjx2r6Mj2J9iiS2Yv7hIBEaBWkhsL8ON2zf5mkO0mvqy5gLBvkyfpHzE_8URkR6imY1Jqpqv10BZ1aqClnLcjnKRvp2BruhFiKEo0We6rErZ_j1UYgn_-M0o_d_GSzhDUfupwVZB9nsARRtuNAiOZ4blpFyvfDXqNblhCNJEQqWmOCPiopCen2uUFfmHZVmNRJXKMyKD2Psb6MefVbnwKFCJwQLv3KSFK7pp36CvXxuDiy9narVJoZZSZmPde3O95BL_j3EqReJoXEaIoMCcslq3PW2EHw8dijttVFJS35gg62T4YoWvlvBWGKqBY2Gb-mTHmAVZKabliteqlPyEe4QxCAlF6F1rRJe-AjC8Onk_PRA6lEsK9jnx_9klofznMflNDby0a87Z86SegZI&xkcb=SoA1-_M3IEwjgH3I450LbzkdCdPP&p=0&fvj=0&vjs=3
theCoderSchool,"Coding Tutor (in-person/remote Fremont, CA) at theCoderSchool","Fremont, CA 94538 (Downtown area)",/pagead/clk?mo=r&ad=-6NYlbfkN0D779NqIiGI0q78WgjCh2jMVoBT9GmHZdwy_hfb4tVsySt4hzIOM69mz0hh_akIq9Cxj8iLh6kZxKWyLdQ8nI2EBIMYS9McpivB0lRBB0LxifF-_9IygvmNdVxjLNQybspiBzO_WLJ8f0KcD8y_-FfDmGaVle_bxKuBlcCVklJZKj-BzsiZJhzxx7avzaXLay5OzICBHibUUFPUmnRuct4V1mkrJPU_YijoA1Vav_hYqoXBywBG_NUB6ovFX4UJChEwi-CgfQBXHK9UcN4h9hadMZg8Dzfrh1CvUPikoSog57rKWHehNwqIKd_eNwW0Pt0ZejGJWa-UfyKR8z2ZqpSdlhDh-fXyDA6eKrJmdqVkV6XhsFpflXxLARUmZkhrkrHkeRtWh_9Fq0kQtS_hDCklhd9Ubwv9fg_dcW2v-ZE1dkJKd_mU37Ycvu8kV9tLT6lhXWJtNjVgRzZr3-TDR490xJ15utmuXpLsIvTdh3x4mAXWftbKbKyh6-mJIirbF0aTc_488_nR51-IYijMgU4jSwBzjIrsSNm0abJ81DcAImhNCPiEIy7QDqKbvPxVjUfIbdzlTs348ilgdJb07RjoiacKcaEKjmOLU5D2-FSxxcWLttxRKFlHTSDuv9yIVtRiXrSB9MyAa0KzMQdpqR04o9LturVP8elaohR0jTdcrA==&xkcb=SoBB-_M3IEwjgH3I450HbzkdCdPP&p=12&fvj=1&vjs=3
